book_name,book_description,book_author,category_name,book_image,book_cost,book_dislikes
House of a House That Shouldn't Exist,"House of a House That Shouldn't Exist follows a family drawn to a house that shouldn't exist, where something patient and unexplained has been waiting far longer than anyone realizes.",Hiroshi Kobayashi,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=House%20of%20a%20House%20That%20Shouldn%27t%20Exist&font=roboto,182,0
The Rotting Static,"The Rotting Static follows a family drawn to an abandoned town, where something patient and unexplained has been waiting far longer than anyone realizes.",Mary Pierce,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=The%20Rotting%20Static&font=roboto,537,0
The Empty Static,"The Empty Static follows a family drawn to an old asylum, where something patient and unexplained has been waiting far longer than anyone realizes.",Lisa Petrov,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=The%20Empty%20Static&font=roboto,418,0
Grave of an Old Asylum,"Grave of an Old Asylum follows a family drawn to an old asylum, where something patient and unexplained has been waiting far longer than anyone realizes.",Edward Marsh,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=Grave%20of%20an%20Old%20Asylum&font=roboto,659,0
Buried Neighbor,"Buried Neighbor follows a family drawn to an old asylum, where something patient and unexplained has been waiting far longer than anyone realizes.",Edward Hartley,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=Buried%20Neighbor&font=roboto,435,0
Whispering Woods,"Whispering Woods follows a family drawn to a remote cabin, where something patient and unexplained has been waiting far longer than anyone realizes.",Richard Vance,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=Whispering%20Woods&font=roboto,390,0
Unseen Basement,"Unseen Basement follows a family drawn to a remote cabin, where something patient and unexplained has been waiting far longer than anyone realizes.",Karen Sharma,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=Unseen%20Basement&font=roboto,158,0
Grave of a Remote Cabin,"Grave of a Remote Cabin follows a family drawn to a remote cabin, where something patient and unexplained has been waiting far longer than anyone realizes.",Chiara Kobayashi,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=Grave%20of%20a%20Remote%20Cabin&font=roboto,886,0
The Unseen Hour,"The Unseen Hour follows a family drawn to a remote cabin, where something patient and unexplained has been waiting far longer than anyone realizes.",Linda Pierce,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=The%20Unseen%20Hour&font=roboto,409,0
Hollow Grave,"Hollow Grave follows a family drawn to an old asylum, where something patient and unexplained has been waiting far longer than anyone realizes.",Kimberly Blackwood,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=Hollow%20Grave&font=roboto,517,0
The House of a House That Shouldn't Exist,"The House of a House That Shouldn't Exist follows a family drawn to a house that shouldn't exist, where something patient and unexplained has been waiting far longer than anyone realizes.",Jessica Thorne,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=The%20House%20of%20a%20House%20That%20Shouldn%27t%20Exist&font=roboto,844,0
Ritual of an Old Asylum,"Ritual of an Old Asylum follows a family drawn to an old asylum, where something patient and unexplained has been waiting far longer than anyone realizes.",Carol Kapoor,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=Ritual%20of%20an%20Old%20Asylum&font=roboto,648,0
Hollow Neighbor,"Hollow Neighbor follows a family drawn to an old asylum, where something patient and unexplained has been waiting far longer than anyone realizes.",Aditya Whitfield,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=Hollow%20Neighbor&font=roboto,320,0
The Neighbor of an Abandoned Town,"The Neighbor of an Abandoned Town follows a family drawn to an abandoned town, where something patient and unexplained has been waiting far longer than anyone realizes.",William Ellison,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=The%20Neighbor%20of%20an%20Abandoned%20Town&font=roboto,500,0
The Ritual of a House That Shouldn't Exist,"The Ritual of a House That Shouldn't Exist follows a family drawn to a house that shouldn't exist, where something patient and unexplained has been waiting far longer than anyone realizes.",Edward Moreau,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=The%20Ritual%20of%20a%20House%20That%20Shouldn%27t%20Exist&font=roboto,682,0
Unseen Woods,"Unseen Woods follows a family drawn to a remote cabin, where something patient and unexplained has been waiting far longer than anyone realizes.",Robert Sinclair,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=Unseen%20Woods&font=roboto,894,0
Hour of a Remote Cabin,"Hour of a Remote Cabin follows a family drawn to a remote cabin, where something patient and unexplained has been waiting far longer than anyone realizes.",Nancy Hartley,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=Hour%20of%20a%20Remote%20Cabin&font=roboto,254,0
The Hollow Grave,"The Hollow Grave follows a family drawn to an abandoned town, where something patient and unexplained has been waiting far longer than anyone realizes.",Patricia Hartley,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=The%20Hollow%20Grave&font=roboto,685,0
The Unseen Ritual,"The Unseen Ritual follows a family drawn to a remote cabin, where something patient and unexplained has been waiting far longer than anyone realizes.",Ashley Redwood,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=The%20Unseen%20Ritual&font=roboto,602,0
Woods of an Abandoned Town,"Woods of an Abandoned Town follows a family drawn to an abandoned town, where something patient and unexplained has been waiting far longer than anyone realizes.",John Thorne,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=Woods%20of%20an%20Abandoned%20Town&font=roboto,482,0
Rotting Ritual,"Rotting Ritual follows a family drawn to a house that shouldn't exist, where something patient and unexplained has been waiting far longer than anyone realizes.",Sarah Kobayashi,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=Rotting%20Ritual&font=roboto,330,0
Unseen Ritual,"Unseen Ritual follows a family drawn to an old asylum, where something patient and unexplained has been waiting far longer than anyone realizes.",Hiroshi Kobayashi,Horror,https://placehold.co/400x600/1a1a1a/ffffff.png?text=Unseen%20Ritual&font=roboto,381,0
The Hidden Summit,"The Hidden Summit follows a small expedition into the himalayas, where survival depends on decisions made far from any help.",Kavya Harrow,Adventure,https://placehold.co/400x600/355e3b/ffffff.png?text=The%20Hidden%20Summit&font=roboto,308,0
The Expedition of an Uncharted Island,"The Expedition of an Uncharted Island follows a small expedition into an uncharted island, where survival depends on decisions made far from any help.",George Redwood,Adventure,https://placehold.co/400x600/355e3b/ffffff.png?text=The%20Expedition%20of%20an%20Uncharted%20Island&font=roboto,629,0
The Hidden Journey,"The Hidden Journey follows a small expedition into the himalayas, where survival depends on decisions made far from any help.",Mary Marlow,Adventure,https://placehold.co/400x600/355e3b/ffffff.png?text=The%20Hidden%20Journey&font=roboto,448,0
Crossing of an Uncharted Island,"Crossing of an Uncharted Island follows a small expedition into an uncharted island, where survival depends on decisions made far from any help.",Kavya Petrov,Adventure,https://placehold.co/400x600/355e3b/ffffff.png?text=Crossing%20of%20an%20Uncharted%20Island&font=roboto,596,0
Distant Trail,"Distant Trail follows a small expedition into the arctic circle, where survival depends on decisions made far from any help.",Ronald Lockhart,Adventure,https://placehold.co/400x600/355e3b/ffffff.png?text=Distant%20Trail&font=roboto,418,0
The Golden Passage,"The Golden Passage follows a small expedition into the himalayas, where survival depends on decisions made far from any help.",Joshua Kobayashi,Adventure,https://placehold.co/400x600/355e3b/ffffff.png?text=The%20Golden%20Passage&font=roboto,424,0
Distant Voyage,"Distant Voyage follows a small expedition into an uncharted island, where survival depends on decisions made far from any help.",Sarah Redwood,Adventure,https://placehold.co/400x600/355e3b/ffffff.png?text=Distant%20Voyage&font=roboto,262,0
Hidden Summit,"Hidden Summit follows a small expedition into the arctic circle, where survival depends on decisions made far from any help.",Anthony Callahan,Adventure,https://placehold.co/400x600/355e3b/ffffff.png?text=Hidden%20Summit&font=roboto,168,0
Expedition of an Uncharted Island,"Expedition of an Uncharted Island follows a small expedition into an uncharted island, where survival depends on decisions made far from any help.",Susan Redwood,Adventure,https://placehold.co/400x600/355e3b/ffffff.png?text=Expedition%20of%20an%20Uncharted%20Island&font=roboto,424,0
The Wild Expedition,"The Wild Expedition follows a small expedition into the arctic circle, where survival depends on decisions made far from any help.",Margaret Merrick,Adventure,https://placehold.co/400x600/355e3b/ffffff.png?text=The%20Wild%20Expedition&font=roboto,579,0
The Crossing of the Arctic Circle,"The Crossing of the Arctic Circle follows a small expedition into the arctic circle, where survival depends on decisions made far from any help.",John Merrick,Adventure,https://placehold.co/400x600/355e3b/ffffff.png?text=The%20Crossing%20of%20the%20Arctic%20Circle&font=roboto,231,0
Summit of the Arctic Circle,"Summit of the Arctic Circle follows a small expedition into the arctic circle, where survival depends on decisions made far from any help.",Elizabeth Kobayashi,Adventure,https://placehold.co/400x600/355e3b/ffffff.png?text=Summit%20of%20the%20Arctic%20Circle&font=roboto,630,0
The Uncharted Passage,"The Uncharted Passage follows a small expedition into the arctic circle, where survival depends on decisions made far from any help.",Meera Sutton,Adventure,https://placehold.co/400x600/355e3b/ffffff.png?text=The%20Uncharted%20Passage&font=roboto,183,0
Voyage of an Uncharted Island,"Voyage of an Uncharted Island follows a small expedition into an uncharted island, where survival depends on decisions made far from any help.",Yuki Winters,Adventure,https://placehold.co/400x600/355e3b/ffffff.png?text=Voyage%20of%20an%20Uncharted%20Island&font=roboto,846,0
The Trail of the Amazon,"The Trail of the Amazon follows a small expedition into the amazon, where survival depends on decisions made far from any help.",Chiara Grant,Adventure,https://placehold.co/400x600/355e3b/ffffff.png?text=The%20Trail%20of%20the%20Amazon&font=roboto,408,0
Final Passage,"Final Passage follows a small expedition into the himalayas, where survival depends on decisions made far from any help.",Michael Pierce,Adventure,https://placehold.co/400x600/355e3b/ffffff.png?text=Final%20Passage&font=roboto,264,0
Crossing of the Amazon,"Crossing of the Amazon follows a small expedition into the amazon, where survival depends on decisions made far from any help.",Nancy Vance,Adventure,https://placehold.co/400x600/355e3b/ffffff.png?text=Crossing%20of%20the%20Amazon&font=roboto,747,0
The Hidden Trail,"The Hidden Trail follows a small expedition into the himalayas, where survival depends on decisions made far from any help.",Barbara Sutton,Adventure,https://placehold.co/400x600/355e3b/ffffff.png?text=The%20Hidden%20Trail&font=roboto,310,0
Uncharted Crossing,"Uncharted Crossing follows a small expedition into the amazon, where survival depends on decisions made far from any help.",Linda Thorne,Adventure,https://placehold.co/400x600/355e3b/ffffff.png?text=Uncharted%20Crossing&font=roboto,809,0
Trail of the Arctic Circle,"Trail of the Arctic Circle follows a small expedition into the arctic circle, where survival depends on decisions made far from any help.",Sandra Callahan,Adventure,https://placehold.co/400x600/355e3b/ffffff.png?text=Trail%20of%20the%20Arctic%20Circle&font=roboto,720,0
